code;Company name;Company registered name;Exhibition ID;Project name;Booth;Stand_no;Exhibition area;Exhibited products;T1;Exhibition start time;Exhibition end time;Service type;tag;T1;T2;T3;International station link;Clerk;Region;Province;City;District;Customer service;Matching pre registered buyers-tag;Matching pre registered VIP buyers-tag;Matching pre registered bill buyers-tag;Matching pre registered intended buyers-tag;Matching pre registered contacted buyers-tag;Matching pre registered buyers-T1;Matching pre registered intended buyers-T1
S18969748;;????????????;152683595067;2025????????????????;4;C1B106;;????;Education;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18969880;;?????????????;152683595067;2025????????????????;2;B3A026;Building Materials;??????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;??;;;;;;;
S18969892;;?????????????;152683595067;2025????????????????;2;A1B112;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18970096;;??????????????;152683595067;2025????????????????;2;D2F113;;???;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18972280;;??????????????;152683595067;2025????????????????;2;A2F105;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;???;;;;;;;
S18973504;;?????????????????;152683595067;2025????????????????;1;B3B105;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;???;;;;;;;
S18973504;;?????????????????;152683595067;2025????????????????;0;B3B105;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;???;;;;;;;
S18973528;;???????????;152683595067;2025????????????????;1;B3F212;Building Materials;??????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18973588;;??????????;152683595067;2025????????????????;2;A1C108;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???1;????;???;???;???;???;;;;;;;
S18973636;;??????????;152683595067;2025????????????????;1;A3D203;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;???;;;;;;;
S18973708;;?????????????;152683595067;2025????????????????;1;B2I210;;???????;Sports;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;??????;???;???;???;??;;;;;;;
S18973720;;????????????;152683595067;2025????????????????;1;D2K112;;??;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???;???;???;???;;;;;;;
S18973756;;?????????????;152683595067;2025????????????????;1;C2G125;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;???;;;;;;;
S18973792;;????????????;152683595067;2025????????????????;1;A1B203;Baby Children & Maternity;??;Baby Children & Maternity;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;???;;;;;;;
S18973864;;????????????????;152683595067;2025????????????????;1;B2A120;;???????;Sports;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;??????;???;???;???;??;;;;;;;
S18974404;;????????????;152683595067;2025????????????????;2;D1H204;3C;GPRS/GSM???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18974416;;???????????;152683595067;2025????????????????;2;D2I113;;???;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S18974428;;??????????;152683595067;2025????????????????;1;D2C215;;?????;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18974452;;?????????????;152683595067;2025????????????????;1;B3B101;Building Materials;???????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???;???;???;???;;;;;;;
S18974464;;????????????;152683595067;2025????????????????;1;A3D113;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S18974476;;?????????????;152683595067;2025????????????????;2;A1A217;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S18974884;;???????????;152683595067;2025????????????????;1;C1B104;;??????;Education;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;???;;;;;;;
S18975148;;????????????;152683595067;2025????????????????;2;C3O211;;??;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18975172;;????????????;152683595067;2025????????????????;2;B3I201;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18975844;;???????????;152683595067;2025????????????????;1;D1G217;3C;?????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18975856;;????????????;152683595067;2025????????????????;1;B2I205;;??;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18975928;;????????????;152683595067;2025????????????????;2;A3F112;Homelife;?;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18975940;;?????????????;152683595067;2025????????????????;1;A3C209;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;??????;?????;????;??;;;;;;;
S18976120;;????????????;152683595067;2025????????????????;1;C2K113;;??????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;???;;;;;;;
S18976132;;?????????????;152683595067;2025????????????????;1;C2G123;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18976564;;??????????;152683595067;2025????????????????;1;C3R203;;??;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18976816;;???????????????;152683595067;2025????????????????;2;C1D205;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;??;;;;;;;
S18976864;;?????????????;152683595067;2025????????????????;1;B3J112;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18976876;;????????????;152683595067;2025????????????????;2;C3M110;Building Materials;AM???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18976900;;????????????????;152683595067;2025????????????????;2;B1C210;;???????;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???;???;???;???;;;;;;;
S18976912;;???????????;152683595067;2025????????????????;1;D1G117;Home Appliances;?????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18976924;;????????????;152683595067;2025????????????????;1;A2A222;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;???;;;;;;;
S18976960;;????????????;152683595067;2025????????????????;2;A2C112;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18976996;;?????????????;152683595067;2025????????????????;1;D1A08;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;??;;;;;;;
S18977020;;????????????;152683595067;2025????????????????;2;A1A210;Baby Children & Maternity;??????;Baby Children & Maternity;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???;???;???;???;;;;;;;
S18977056;;???????????;152683595067;2025????????????????;2;A071;Homelife;???????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18977068;;??????????????;152683595067;2025????????????????;1;D1F116;Home Appliances;???????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;????;???;???;;;;;;;
S18977308;;??????????;152683595067;2025????????????????;2;C1C107;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18977380;;??????????????;152683595067;2025????????????????;1;A1B111;Baby Children & Maternity;???;Baby Children & Maternity;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???;???;???;???;;;;;;;
S18977440;;??????????;152683595067;2025????????????????;1;C1C212;;??/????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18977452;;????????????;152683595067;2025????????????????;1;C1F106A;;??????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18977524;;?????????????;152683595067;2025????????????????;1;A3B114;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18978268;;???????????????;152683595067;2025????????????????;2;D2B108;Home Appliances;????????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S18978292;;????????????;152683595067;2025????????????????;2;D2F213;;?????;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S18978316;;???????????;152683595067;2025????????????????;1;B3A045;Building Materials;??????/??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18978376;Jiangmen Yixi Hardware and Electronics Co., Ltd.;?????????????;152683595067;2025????????????????;2;D1G215;3C;?????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Auto Connectors|Board to Board & Mezzanine Connectors;New Energy;Electronic Components, Accessories & Telecommunications;Connectors, Terminals & Accessories;https://www.tradechina.com/supplier/Jiangmen-Yixi-Hardware-and-Electronics-Co-Ltd_153000050330.html;??1;????;???;???;???;??;;;;;;188;0
S18978388;;??????????????;152683595067;2025????????????????;2;B3H112;Building Materials;????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??2;????;???;???;???;??;;;;;;;
S18978724;;PT. Pelihara Hewan Bahagia;152683595067;2025????????????????;1;B1B106;;??????;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18979444;;??????????????;152683595067;2025????????????????;1;A1D213;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18980164;;PT. Kodasindo Tatasarana;152683595067;2025????????????????;2;C3O101;;???;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18980404;;PT. Affa Konsultan Indonesia;152683595067;2025????????????????;1;C3A082;;???;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18980416;;ODOO;152683595067;2025????????????????;1;A3A112;Homelife;??/??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18980440;;PT. Mutex Artha Jaya;152683595067;2025????????????????;1;C2K107;;??????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18980452;;???????????????;152683595067;2025????????????????;2;A3D212;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S18983524;;?????????????;152683595067;2025????????????????;1;A1A219;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18985024;;??????????;152683595067;2025????????????????;1;B1C103;;??;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;???;;;;;;;
S18985060;;?????????????;152683595067;2025????????????????;1;C3A048;Building Materials;??????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;???;;;;;;;
S18985132;;????????????;152683595067;2025????????????????;1;A3A217;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??1;????;???;???;???;??;;;;;;;
S18985780;;?????????????;152683595067;2025????????????????;2;B3G204;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18985804;;?????????????;152683595067;2025????????????????;1;D2D115;;?????;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18985816;;Argo Visual;152683595067;2025????????????????;6;D2A047,D2B105,D2C105,D2D105,D2G105,D2H105,D2I105;;LED?;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18985816;;Argo Visual;152683595067;2025????????????????;6;D2A047,D2B105,D2C105,D2D105,D2G105,D2H105,D2I105;;LED?;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18985816;;Argo Visual;152683595067;2025????????????????;6;D2A047,D2B105,D2C105,D2D105,D2G105,D2H105,D2I105;;LED?;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18985816;;Argo Visual;152683595067;2025????????????????;6;D2A047,D2B105,D2C105,D2D105,D2G105,D2H105,D2I105;;LED?;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18985816;;Argo Visual;152683595067;2025????????????????;6;D2A047,D2B105,D2C105,D2D105,D2G105,D2H105,D2I105;;LED?;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18985816;;Argo Visual;152683595067;2025????????????????;6;D2A047,D2B105,D2C105,D2D105,D2G105,D2H105,D2I105;;LED?;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18985816;;Argo Visual;152683595067;2025????????????????;3;D2A047,D2B105,D2C105,D2D105,D2G105,D2H105,D2I105;;LED?;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18985816;;Argo Visual;152683595067;2025????????????????;6;D2A047,D2B105,D2C105,D2D105,D2G105,D2H105,D2I105;;LED?;Pro AV & Light & Music;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;Siti Qosiah;?????Project Management Department;??;??;??;???;;;;;;;
S18985840;;?????????????;152683595067;2025????????????????;1;A3D112;Homelife;?????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;???;;;;;;;
S18986704;;???????????;152683595067;2025????????????????;1;C2G128;;??????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S18986716;;??????????;152683595067;2025????????????????;1;A3B212;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???????;???;???;???;;;;;;;
S18986872;;???????????;152683595067;2025????????????????;1;C2K111;;???/????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18986932;;???????????;152683595067;2025????????????????;2;C2G121;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18988840;;????????????;152683595067;2025????????????????;1;D1F217;Home Appliances;??;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;;;;;;???;????;???;???;???;??;;;;;;;
S18989284;;?????????????;152683595067;2025????????????????;2;D1K119;3C;????????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18989308;;???????????????;152683595067;2025????????????????;1;D1C203;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;;;;;;???;????;???;???;???;??;;;;;;;
S18989320;;???????????;152683595067;2025????????????????;2;A2B105;Homelife;?????/?;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18989848;;???????????;152683595067;2025????????????????;1;C3O103;;??;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;;;;;;???;????;???;???;???;??;;;;;;;
S18989884;;??????????;152683595067;2025????????????????;1;D1B203;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18989944;;??????????;152683595067;2025????????????????;2;A1D105;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;;;;;;???;????;???;???;???;??;;;;;;;
S18990268;;????????????;152683595067;2025????????????????;1;D1B109,D1B211;Home Appliances;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???;???;???;???;;;;;;;
S18990268;;????????????;152683595067;2025????????????????;1;D1B109,D1B211;Home Appliances;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???;???;???;???;;;;;;;
S18990280;;???????????;152683595067;2025????????????????;1;D1G214;3C;FPV???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;????;??;;;;;;;
S18990448;;??????????;152683595067;2025????????????????;2;A1C110;Homelife;???/?;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18990544;;???????????;152683595067;2025????????????????;2;D1G204;Home Appliances;??????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S18991036;;????????????;152683595067;2025????????????????;1;A2F203;Homelife;??????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18991060;;?????????????;152683595067;2025????????????????;2;A1A105;Baby Children & Maternity;???;Baby Children & Maternity;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18991072;;????????????;152683595067;2025????????????????;1;C2H112;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18991384;;???????????;152683595067;2025????????????????;2;A2B213;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18991960;;????????????;152683595067;2025????????????????;1;B2I111;;????;Sports;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S18992884;;???????????????????;152683595067;2025????????????????;1;B2A121;;???????;Sports;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;??????;???;???;????;??;;;;;;;
S18993136;;??????????;152683595067;2025????????????????;2;B3C112;Building Materials;????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S18993604;;???????????????;152683595067;2025????????????????;1;A3F110;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18994600;;??????????;152683595067;2025????????????????;1;A2D105;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;??;;;;;;;
S18994624;;?????????????;152683595067;2025????????????????;1;B2J210;;???????;Sports;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;??????;???;???;???;??;;;;;;;
S18994648;;?????????????;152683595067;2025????????????????;1;B2A136;;???;Sports;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;??;????;???;???;???;???;;;;;;;
